feature,mean_importance
thall,-0.012940133312489156
caa,-0.0018755520223554755
exng,-0.0015160963921593607
slp,0.0002779539787741703
oldpeak,0.0003320267079155892
fbs,0.0004111024954639442
cp,0.001472963409419248
output,0.0018850197970238236
restecg,0.01309717605004398
trtbps,0.01513255030214571
thalachh,0.019425632375981904
age,0.03709387746286556
sex,0.05704517033326756
