feature,shap_importance
age,0.10028405556427873
sex,0.09862273139694736
thalachh,0.06703990651800372
trtbps,0.04225634298618092
caa,0.03990608654011325
thall,0.032961584564199176
restecg,0.02885860392513965
output,0.014401788605724374
oldpeak,0.014159412985551182
exng,0.011320378022390831
cp,0.009903842727945056
slp,0.006301770081251184
fbs,0.000939606930386032
