feature,mean_importance
trtbps,-0.023790984771096757
output,-0.020261126460736478
slp,-0.006733350039347874
cp,-0.005486195322089449
exng,-0.0017380070058558906
fbs,-0.001369782984063561
oldpeak,0.0012432107436187278
restecg,0.0018045889432091178
caa,0.011803497845699585
age,0.05819902027224773
thall,0.06994175980916373
sex,0.09868469280997112
thalachh,0.11542162454189234
