0,1.3139282790862963,
1,0.9488911516845726,
2,0.8120983863691231,
3,0.6855825505501373,
4,0.5879707225390355,
5,0.5098335829939832,
6,0.4505952669471073,
7,0.38648550754484445,
8,0.32763260862217664,
9,0.2633401915235062,
10,0.20274434849994938,
11,0.14430684651795173,
12,0.09429858150449276,
13,0.06277981410747806,
14,0.041638540441685995,
15,0.02653791255813264,
16,0.016506736781264027,
17,0.011222731642819608,
18,0.007814204041633617,
19,0.004666215654790711,
20,0.002632123531537977,
21,0.001584430078281668,
22,0.0010945804168366643,
23,0.0008309420662466359,
24,0.000662963090631099,
25,0.0005384738480724556,
26,0.00043774556501268976,
27,0.00035464306969426693,
28,0.0002865432467382104,
29,0.0002324801461815957,
30,0.00019128730970164362,
31,0.00016137873706381628,
32,0.00014019714107304842,
33,0.00012633414357450762,
34,0.00011686548735514552,
35,0.00011025491529804811,
36,0.00010551985092983503,
37,0.00010202023630855567,
38,9.934199473098015e-05,
39,9.723037082874181e-05,
40,9.552861748180909e-05,
41,9.412572403262659e-05,
42,9.296311037367598e-05,
43,9.200151878500793e-05,
44,9.120869010503271e-05,
45,9.055446833076913e-05,
46,9.00146659373642e-05,
47,8.956853175739172e-05,
48,8.919821685874878e-05,
49,8.88885552860974e-05,
50,8.862650785809918e-05,
51,8.839986315895598e-05,
52,8.820338031584577e-05,
53,8.803046402904485e-05,
54,8.787596438653105e-05,
55,8.77358994675481e-05,
56,8.760722045173456e-05,
57,8.748765441128749e-05,
58,8.73754266442982e-05,
59,8.726920543806454e-05,
60,8.716800397115804e-05,
61,8.707108391617416e-05,
62,8.697790032285612e-05,
