feature,mean_importance
sex,-0.0002055629638248492
chol,-9.285107833045814e-06
thall,-4.542381342134694e-07
age,0.0
fbs,0.0
slp,0.0
caa,0.0
restecg,4.260856497647278e-05
thalachh,6.885703588867809e-05
exng,0.00014954915366552913
trtbps,0.00025529678397137395
oldpeak,0.00027176010229720967
cp,3.500551531470284
