feature,mean_importance
chol,-0.006748158074585975
slp,-0.0011610117328281432
sex,0.0
restecg,0.0
thall,0.0005606731135500808
fbs,0.0007364082542341777
trtbps,0.0017029377490451747
caa,0.0031087780999268675
age,0.01331695638331314
thalachh,0.017552065448910394
oldpeak,0.04458833780710889
exng,0.08432425097250293
output,0.17758730333363157
