feature,mean_importance
thall,-0.05113345377013863
exng,-0.018529088471795307
output,-0.00909497609812664
fbs,-0.0033967142360937343
trtbps,-0.003365256794241489
cp,-0.002698793132199806
oldpeak,-0.0012110373747969527
caa,0.0002719968995365418
slp,0.004153398733608982
restecg,0.01770467361710326
thalachh,0.027017496523366647
age,0.0649727283730815
sex,0.11639595094141793
