feature,shap_importance
sex,0.2239420539025409
age,0.15284924025431318
restecg,0.1380022528348887
thall,0.12677216017209594
thalachh,0.08512986543399163
output,0.08272628941263573
exng,0.07242853622272988
slp,0.06417269130265259
trtbps,0.03945854029852491
cp,0.032798560311194
oldpeak,0.020712597265549946
fbs,0.015542264217592711
caa,0.007400256389244227
