feature,shap_importance
oldpeak,1.5970417264799721
output,1.5352136068187456
exng,0.9719992318520185
thall,0.8628311427456555
caa,0.7369558206914952
restecg,0.48023937576068915
sex,0.3754793038784716
slp,0.3721174269913504
thalachh,0.3519465901948319
trtbps,0.3204093511309152
fbs,0.30657504360401044
age,0.2632783157601888
chol,0.1863118725122686
