feature,mean_importance
thall,-0.025137824852991875
caa,-0.0006788888460934172
fbs,0.002830706295698904
output,0.004617956899354747
exng,0.016727295044441193
age,0.01693951110133133
thalachh,0.017648779513259594
cp,0.017819642946282445
oldpeak,0.018328385323718797
trtbps,0.025879721971922322
slp,0.03556689561791293
restecg,0.037645629156550287
sex,0.07442044171798955
