feature,mean_importance
restecg,-0.025802895940583336
chol,-0.017014941213459745
slp,-0.00964607812207321
sex,-0.0021325984905505636
fbs,0.003653270108946405
thall,0.003698673638804184
trtbps,0.008538661845799123
thalachh,0.018308650779313006
caa,0.02262842228700377
age,0.027154218893626635
oldpeak,0.042375064923845504
exng,0.09829070984289565
output,0.20589684062990657
