feature,shap_importance
cp,10.029460402092084
oldpeak,1.284695708624583
sex,0.7251894861925728
trtbps,0.7169543473686331
thalachh,0.660620375457058
slp,0.5324077987297169
thall,0.49413129803459094
exng,0.44627716881491175
restecg,0.3373130693942279
chol,0.289818023625702
age,0.21782090142504834
caa,0.20289522839153154
fbs,0.10018091570644581
