feature,mean_importance
slp,-0.028690594070132393
sex,-0.02384384470796571
thalachh,-0.014871404685913348
chol,-0.006546275200359919
age,-0.004474641914675781
thall,-0.003352831882028573
trtbps,-0.002046747459076259
fbs,-0.0018493724002414335
restecg,0.0009972880807927686
exng,0.0012399838575372635
caa,0.003938815525874428
oldpeak,0.08838635986027933
cp,3.0516144218558714
